[2025-05-24T13:19:21.612+0000][gc,init] CardTable entry size: 512
[2025-05-24T13:28:29.619+0000][gc,phases   ] GC(17)   Merge Heap Roots: 0.5ms
[2025-05-24T13:28:29.621+0000][gc,phases   ] GC(17)   Evacuate Collection Set: 8.2ms
[2025-05-24T13:28:29.621+0000][gc,phases   ] GC(17)   Post Evacuate Collection Set: 1.9ms
[2025-05-24T13:28:29.622+0000][gc,phases   ] GC(17)   Other: 0.5ms
[2025-05-24T13:28:29.622+0000][gc,heap     ] GC(17) Eden regions: 599->0(600)
[2025-05-24T13:28:29.622+0000][gc,heap     ] GC(17) Survivor regions: 15->14(77)
[2025-05-24T13:28:29.622+0000][gc,heap     ] GC(17) Old regions: 18->19
[2025-05-24T13:28:29.623+0000][gc,heap     ] GC(17) Humongous regions: 130->130
[2025-05-24T13:28:29.623+0000][gc,metaspace] GC(17) Metaspace: 15844K(16320K)->15844K(16320K) NonClass: 13977K(14208K)->13977K(14208K) Class: 1866K(2112K)->1866K(2112K)
[2025-05-24T13:28:29.623+0000][gc          ] GC(17) Pause Young (Normal) (G1 Evacuation Pause) 760M->161M(1024M) 17.082ms
[2025-05-24T13:28:29.624+0000][gc,cpu      ] GC(17) User=0.06s Sys=0.00s Real=0.02s
[2025-05-24T13:28:59.591+0000][gc,start    ] GC(18) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:28:59.592+0000][gc,task     ] GC(18) Using 10 workers of 10 for evacuation
[2025-05-24T13:28:59.602+0000][gc,phases   ] GC(18)   Pre Evacuate Collection Set: 0.4ms
[2025-05-24T13:28:59.602+0000][gc,phases   ] GC(18)   Merge Heap Roots: 0.2ms
[2025-05-24T13:28:59.603+0000][gc,phases   ] GC(18)   Evacuate Collection Set: 8.0ms
[2025-05-24T13:28:59.603+0000][gc,phases   ] GC(18)   Post Evacuate Collection Set: 1.5ms
[2025-05-24T13:28:59.603+0000][gc,phases   ] GC(18)   Other: 0.4ms
[2025-05-24T13:28:59.603+0000][gc,heap     ] GC(18) Eden regions: 600->0(602)
[2025-05-24T13:28:59.603+0000][gc,heap     ] GC(18) Survivor regions: 14->12(77)
[2025-05-24T13:28:59.603+0000][gc,heap     ] GC(18) Old regions: 19->23
[2025-05-24T13:28:59.604+0000][gc,heap     ] GC(18) Humongous regions: 131->130
[2025-05-24T13:28:59.604+0000][gc,metaspace] GC(18) Metaspace: 16020K(16448K)->16020K(16448K) NonClass: 14151K(14336K)->14151K(14336K) Class: 1869K(2112K)->1869K(2112K)
[2025-05-24T13:28:59.604+0000][gc          ] GC(18) Pause Young (Normal) (G1 Evacuation Pause) 762M->163M(1024M) 12.782ms
[2025-05-24T13:28:59.604+0000][gc,cpu      ] GC(18) User=0.06s Sys=0.02s Real=0.01s
[2025-05-24T13:29:30.234+0000][gc,start    ] GC(19) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:29:30.238+0000][gc,task     ] GC(19) Using 10 workers of 10 for evacuation
[2025-05-24T13:29:30.269+0000][gc,phases   ] GC(19)   Pre Evacuate Collection Set: 0.7ms
[2025-05-24T13:29:30.269+0000][gc,phases   ] GC(19)   Merge Heap Roots: 0.2ms
[2025-05-24T13:29:30.269+0000][gc,phases   ] GC(19)   Evacuate Collection Set: 26.3ms
[2025-05-24T13:29:30.271+0000][gc,phases   ] GC(19)   Post Evacuate Collection Set: 2.3ms
[2025-05-24T13:29:30.272+0000][gc,phases   ] GC(19)   Other: 1.3ms
[2025-05-24T13:29:30.272+0000][gc,heap     ] GC(19) Eden regions: 602->0(606)
[2025-05-24T13:29:30.274+0000][gc,heap     ] GC(19) Survivor regions: 12->8(77)
[2025-05-24T13:29:30.274+0000][gc,heap     ] GC(19) Old regions: 23->24
[2025-05-24T13:29:30.274+0000][gc,heap     ] GC(19) Humongous regions: 130->130
[2025-05-24T13:29:30.274+0000][gc,metaspace] GC(19) Metaspace: 16061K(16512K)->16061K(16512K) NonClass: 14190K(14400K)->14190K(14400K) Class: 1871K(2112K)->1871K(2112K)
[2025-05-24T13:29:30.276+0000][gc          ] GC(19) Pause Young (Normal) (G1 Evacuation Pause) 765M->161M(1024M) 41.183ms
[2025-05-24T13:29:30.278+0000][gc,cpu      ] GC(19) User=0.06s Sys=0.01s Real=0.05s
[2025-05-24T13:29:59.851+0000][gc,start    ] GC(20) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:29:59.851+0000][gc,task     ] GC(20) Using 10 workers of 10 for evacuation
[2025-05-24T13:29:59.857+0000][gc,phases   ] GC(20)   Pre Evacuate Collection Set: 0.5ms
[2025-05-24T13:29:59.858+0000][gc,phases   ] GC(20)   Merge Heap Roots: 0.4ms
[2025-05-24T13:29:59.858+0000][gc,phases   ] GC(20)   Evacuate Collection Set: 3.2ms
[2025-05-24T13:29:59.858+0000][gc,phases   ] GC(20)   Post Evacuate Collection Set: 1.6ms
[2025-05-24T13:29:59.858+0000][gc,phases   ] GC(20)   Other: 0.5ms
[2025-05-24T13:29:59.858+0000][gc,heap     ] GC(20) Eden regions: 606->0(604)
[2025-05-24T13:29:59.859+0000][gc,heap     ] GC(20) Survivor regions: 8->10(77)
[2025-05-24T13:29:59.859+0000][gc,heap     ] GC(20) Old regions: 24->24
[2025-05-24T13:29:59.859+0000][gc,heap     ] GC(20) Humongous regions: 130->130
[2025-05-24T13:29:59.859+0000][gc,metaspace] GC(20) Metaspace: 16205K(16640K)->16205K(16640K) NonClass: 14320K(14528K)->14320K(14528K) Class: 1884K(2112K)->1884K(2112K)
[2025-05-24T13:29:59.859+0000][gc          ] GC(20) Pause Young (Normal) (G1 Evacuation Pause) 767M->162M(1024M) 8.556ms
[2025-05-24T13:29:59.860+0000][gc,cpu      ] GC(20) User=0.03s Sys=0.00s Real=0.01s
[2025-05-24T13:30:29.857+0000][gc,start    ] GC(21) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:30:29.857+0000][gc,task     ] GC(21) Using 10 workers of 10 for evacuation
[2025-05-24T13:30:29.863+0000][gc,phases   ] GC(21)   Pre Evacuate Collection Set: 0.4ms
[2025-05-24T13:30:29.863+0000][gc,phases   ] GC(21)   Merge Heap Roots: 0.3ms
[2025-05-24T13:30:29.863+0000][gc,phases   ] GC(21)   Evacuate Collection Set: 3.3ms
[2025-05-24T13:30:29.863+0000][gc,phases   ] GC(21)   Post Evacuate Collection Set: 1.1ms
[2025-05-24T13:30:29.863+0000][gc,phases   ] GC(21)   Other: 0.4ms
[2025-05-24T13:30:29.863+0000][gc,heap     ] GC(21) Eden regions: 604->0(605)
[2025-05-24T13:30:29.864+0000][gc,heap     ] GC(21) Survivor regions: 10->9(77)
[2025-05-24T13:30:29.864+0000][gc,heap     ] GC(21) Old regions: 24->24
[2025-05-24T13:30:29.864+0000][gc,heap     ] GC(21) Humongous regions: 130->130
[2025-05-24T13:30:29.864+0000][gc,metaspace] GC(21) Metaspace: 16211K(16640K)->16211K(16640K) NonClass: 14327K(14528K)->14327K(14528K) Class: 1884K(2112K)->1884K(2112K)
[2025-05-24T13:30:29.864+0000][gc          ] GC(21) Pause Young (Normal) (G1 Evacuation Pause) 766M->162M(1024M) 7.387ms
[2025-05-24T13:30:29.864+0000][gc,cpu      ] GC(21) User=0.02s Sys=0.01s Real=0.01s
[2025-05-24T13:31:03.961+0000][gc,start    ] GC(22) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:31:03.961+0000][gc,task     ] GC(22) Using 10 workers of 10 for evacuation
[2025-05-24T13:31:03.967+0000][gc,phases   ] GC(22)   Pre Evacuate Collection Set: 0.4ms
[2025-05-24T13:31:03.968+0000][gc,phases   ] GC(22)   Merge Heap Roots: 0.3ms
[2025-05-24T13:31:03.968+0000][gc,phases   ] GC(22)   Evacuate Collection Set: 3.8ms
[2025-05-24T13:31:03.968+0000][gc,phases   ] GC(22)   Post Evacuate Collection Set: 1.1ms
[2025-05-24T13:31:03.968+0000][gc,phases   ] GC(22)   Other: 0.4ms
[2025-05-24T13:31:03.968+0000][gc,heap     ] GC(22) Eden regions: 605->0(604)
[2025-05-24T13:31:03.969+0000][gc,heap     ] GC(22) Survivor regions: 9->10(77)
[2025-05-24T13:31:03.969+0000][gc,heap     ] GC(22) Old regions: 24->24
[2025-05-24T13:31:03.969+0000][gc,heap     ] GC(22) Humongous regions: 130->130
[2025-05-24T13:31:03.969+0000][gc,metaspace] GC(22) Metaspace: 16226K(16704K)->16226K(16704K) NonClass: 14341K(14592K)->14341K(14592K) Class: 1884K(2112K)->1884K(2112K)
[2025-05-24T13:31:03.969+0000][gc          ] GC(22) Pause Young (Normal) (G1 Evacuation Pause) 767M->163M(1024M) 8.163ms
[2025-05-24T13:31:03.969+0000][gc,cpu      ] GC(22) User=0.04s Sys=0.01s Real=0.01s
[2025-05-24T13:31:37.590+0000][gc,start    ] GC(23) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:31:37.591+0000][gc,task     ] GC(23) Using 10 workers of 10 for evacuation
[2025-05-24T13:31:37.597+0000][gc,phases   ] GC(23)   Pre Evacuate Collection Set: 0.4ms
[2025-05-24T13:31:37.597+0000][gc,phases   ] GC(23)   Merge Heap Roots: 0.2ms
[2025-05-24T13:31:37.597+0000][gc,phases   ] GC(23)   Evacuate Collection Set: 3.6ms
[2025-05-24T13:31:37.598+0000][gc,phases   ] GC(23)   Post Evacuate Collection Set: 1.5ms
[2025-05-24T13:31:37.598+0000][gc,phases   ] GC(23)   Other: 0.5ms
[2025-05-24T13:31:37.598+0000][gc,heap     ] GC(23) Eden regions: 604->0(607)
[2025-05-24T13:31:37.598+0000][gc,heap     ] GC(23) Survivor regions: 10->7(77)
[2025-05-24T13:31:37.598+0000][gc,heap     ] GC(23) Old regions: 24->24
[2025-05-24T13:31:37.599+0000][gc,heap     ] GC(23) Humongous regions: 130->130
[2025-05-24T13:31:37.599+0000][gc,metaspace] GC(23) Metaspace: 16253K(16704K)->16253K(16704K) NonClass: 14368K(14592K)->14368K(14592K) Class: 1885K(2112K)->1885K(2112K)
[2025-05-24T13:31:37.599+0000][gc          ] GC(23) Pause Young (Normal) (G1 Evacuation Pause) 767M->160M(1024M) 8.858ms
[2025-05-24T13:31:37.599+0000][gc,cpu      ] GC(23) User=0.03s Sys=0.01s Real=0.01s
[2025-05-24T13:32:09.098+0000][gc,start    ] GC(24) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:32:09.098+0000][gc,task     ] GC(24) Using 10 workers of 10 for evacuation
[2025-05-24T13:32:09.104+0000][gc,phases   ] GC(24)   Pre Evacuate Collection Set: 0.6ms
[2025-05-24T13:32:09.105+0000][gc,phases   ] GC(24)   Merge Heap Roots: 0.4ms
[2025-05-24T13:32:09.105+0000][gc,phases   ] GC(24)   Evacuate Collection Set: 3.3ms
[2025-05-24T13:32:09.105+0000][gc,phases   ] GC(24)   Post Evacuate Collection Set: 1.3ms
[2025-05-24T13:32:09.105+0000][gc,phases   ] GC(24)   Other: 0.5ms
[2025-05-24T13:32:09.105+0000][gc,heap     ] GC(24) Eden regions: 607->0(605)
[2025-05-24T13:32:09.106+0000][gc,heap     ] GC(24) Survivor regions: 7->9(77)
[2025-05-24T13:32:09.106+0000][gc,heap     ] GC(24) Old regions: 24->25
[2025-05-24T13:32:09.106+0000][gc,heap     ] GC(24) Humongous regions: 130->130
[2025-05-24T13:32:09.106+0000][gc,metaspace] GC(24) Metaspace: 16278K(16704K)->16278K(16704K) NonClass: 14393K(14592K)->14393K(14592K) Class: 1885K(2112K)->1885K(2112K)
[2025-05-24T13:32:09.106+0000][gc          ] GC(24) Pause Young (Normal) (G1 Evacuation Pause) 767M->162M(1024M) 8.389ms
[2025-05-24T13:32:09.107+0000][gc,cpu      ] GC(24) User=0.03s Sys=0.01s Real=0.00s
[2025-05-24T13:32:39.905+0000][gc,start    ] GC(25) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:32:39.906+0000][gc,task     ] GC(25) Using 10 workers of 10 for evacuation
[2025-05-24T13:32:39.913+0000][gc,phases   ] GC(25)   Pre Evacuate Collection Set: 0.5ms
[2025-05-24T13:32:39.913+0000][gc,phases   ] GC(25)   Merge Heap Roots: 0.4ms
[2025-05-24T13:32:39.914+0000][gc,phases   ] GC(25)   Evacuate Collection Set: 4.6ms
[2025-05-24T13:32:39.914+0000][gc,phases   ] GC(25)   Post Evacuate Collection Set: 1.5ms
[2025-05-24T13:32:39.914+0000][gc,phases   ] GC(25)   Other: 0.5ms
[2025-05-24T13:32:39.915+0000][gc,heap     ] GC(25) Eden regions: 605->0(602)
[2025-05-24T13:32:39.915+0000][gc,heap     ] GC(25) Survivor regions: 9->12(77)
[2025-05-24T13:32:39.915+0000][gc,heap     ] GC(25) Old regions: 25->25
[2025-05-24T13:32:39.916+0000][gc,heap     ] GC(25) Humongous regions: 130->130
[2025-05-24T13:32:39.916+0000][gc,metaspace] GC(25) Metaspace: 16309K(16704K)->16309K(16704K) NonClass: 14424K(14592K)->14424K(14592K) Class: 1885K(2112K)->1885K(2112K)
[2025-05-24T13:32:39.916+0000][gc          ] GC(25) Pause Young (Normal) (G1 Evacuation Pause) 767M->165M(1024M) 11.116ms
[2025-05-24T13:32:39.916+0000][gc,cpu      ] GC(25) User=0.04s Sys=0.02s Real=0.02s
[2025-05-24T13:33:19.445+0000][gc,start    ] GC(26) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:33:19.446+0000][gc,task     ] GC(26) Using 10 workers of 10 for evacuation
[2025-05-24T13:33:19.456+0000][gc,phases   ] GC(26)   Pre Evacuate Collection Set: 0.9ms
[2025-05-24T13:33:19.456+0000][gc,phases   ] GC(26)   Merge Heap Roots: 0.3ms
[2025-05-24T13:33:19.456+0000][gc,phases   ] GC(26)   Evacuate Collection Set: 6.3ms
[2025-05-24T13:33:19.456+0000][gc,phases   ] GC(26)   Post Evacuate Collection Set: 1.7ms
[2025-05-24T13:33:19.457+0000][gc,phases   ] GC(26)   Other: 0.5ms
[2025-05-24T13:33:19.457+0000][gc,heap     ] GC(26) Eden regions: 602->0(602)
[2025-05-24T13:33:19.457+0000][gc,heap     ] GC(26) Survivor regions: 12->12(77)
[2025-05-24T13:33:19.457+0000][gc,heap     ] GC(26) Old regions: 25->25
[2025-05-24T13:33:19.458+0000][gc,heap     ] GC(26) Humongous regions: 130->130
[2025-05-24T13:33:19.458+0000][gc,metaspace] GC(26) Metaspace: 16325K(16704K)->16325K(16704K) NonClass: 14440K(14592K)->14440K(14592K) Class: 1885K(2112K)->1885K(2112K)
[2025-05-24T13:33:19.458+0000][gc          ] GC(26) Pause Young (Normal) (G1 Evacuation Pause) 767M->165M(1024M) 12.874ms
[2025-05-24T13:33:19.459+0000][gc,cpu      ] GC(26) User=0.05s Sys=0.00s Real=0.01s
[2025-05-24T13:33:49.753+0000][gc,start    ] GC(27) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:33:49.753+0000][gc,task     ] GC(27) Using 10 workers of 10 for evacuation
[2025-05-24T13:33:49.761+0000][gc,phases   ] GC(27)   Pre Evacuate Collection Set: 0.5ms
[2025-05-24T13:33:49.761+0000][gc,phases   ] GC(27)   Merge Heap Roots: 0.4ms
[2025-05-24T13:33:49.761+0000][gc,phases   ] GC(27)   Evacuate Collection Set: 5.0ms
[2025-05-24T13:33:49.761+0000][gc,phases   ] GC(27)   Post Evacuate Collection Set: 1.2ms
[2025-05-24T13:33:49.762+0000][gc,phases   ] GC(27)   Other: 0.4ms
[2025-05-24T13:33:49.762+0000][gc,heap     ] GC(27) Eden regions: 602->0(601)
[2025-05-24T13:33:49.762+0000][gc,heap     ] GC(27) Survivor regions: 12->13(77)
[2025-05-24T13:33:49.762+0000][gc,heap     ] GC(27) Old regions: 25->25
[2025-05-24T13:33:49.763+0000][gc,heap     ] GC(27) Humongous regions: 131->130
[2025-05-24T13:33:49.763+0000][gc,metaspace] GC(27) Metaspace: 16512K(16960K)->16512K(16960K) NonClass: 14605K(14848K)->14605K(14848K) Class: 1906K(2112K)->1906K(2112K)
[2025-05-24T13:33:49.763+0000][gc          ] GC(27) Pause Young (Normal) (G1 Evacuation Pause) 768M->166M(1024M) 10.131ms
[2025-05-24T13:33:49.763+0000][gc,cpu      ] GC(27) User=0.05s Sys=0.01s Real=0.01s
[2025-05-24T13:34:13.362+0000][gc,start    ] GC(28) Pause Young (Concurrent Start) (CodeCache GC Threshold)
[2025-05-24T13:34:13.363+0000][gc,task     ] GC(28) Using 10 workers of 10 for evacuation
[2025-05-24T13:34:13.371+0000][gc,phases   ] GC(28)   Pre Evacuate Collection Set: 0.8ms
[2025-05-24T13:34:13.372+0000][gc,phases   ] GC(28)   Merge Heap Roots: 0.2ms
[2025-05-24T13:34:13.372+0000][gc,phases   ] GC(28)   Evacuate Collection Set: 4.8ms
[2025-05-24T13:34:13.372+0000][gc,phases   ] GC(28)   Post Evacuate Collection Set: 1.6ms
[2025-05-24T13:34:13.373+0000][gc,phases   ] GC(28)   Other: 0.8ms
[2025-05-24T13:34:13.374+0000][gc,heap     ] GC(28) Eden regions: 466->0(603)
[2025-05-24T13:34:13.375+0000][gc,heap     ] GC(28) Survivor regions: 13->11(77)
[2025-05-24T13:34:13.378+0000][gc,heap     ] GC(28) Old regions: 25->25
[2025-05-24T13:34:13.379+0000][gc,heap     ] GC(28) Humongous regions: 130->130
[2025-05-24T13:34:13.379+0000][gc,metaspace] GC(28) Metaspace: 16556K(16960K)->16556K(16960K) NonClass: 14649K(14848K)->14649K(14848K) Class: 1906K(2112K)->1906K(2112K)
[2025-05-24T13:34:13.380+0000][gc          ] GC(28) Pause Young (Concurrent Start) (CodeCache GC Threshold) 632M->164M(1024M) 18.116ms
[2025-05-24T13:34:13.381+0000][gc,cpu      ] GC(28) User=0.04s Sys=0.01s Real=0.02s
[2025-05-24T13:34:13.381+0000][gc          ] GC(29) Concurrent Mark Cycle
[2025-05-24T13:34:13.382+0000][gc,marking  ] GC(29) Concurrent Scan Root Regions
[2025-05-24T13:34:13.389+0000][gc,marking  ] GC(29) Concurrent Scan Root Regions 6.799ms
[2025-05-24T13:34:13.396+0000][gc,marking  ] GC(29) Concurrent Mark
[2025-05-24T13:34:13.399+0000][gc,marking  ] GC(29) Concurrent Mark From Roots
[2025-05-24T13:34:13.401+0000][gc,task     ] GC(29) Using 3 workers of 3 for marking
[2025-05-24T13:34:13.429+0000][gc,marking  ] GC(29) Concurrent Mark From Roots 29.828ms
[2025-05-24T13:34:13.435+0000][gc,marking  ] GC(29) Concurrent Preclean
[2025-05-24T13:34:13.437+0000][gc,marking  ] GC(29) Concurrent Preclean 1.841ms
[2025-05-24T13:34:13.438+0000][gc,start    ] GC(29) Pause Remark
[2025-05-24T13:34:13.485+0000][gc          ] GC(29) Pause Remark 165M->165M(1024M) 46.808ms
[2025-05-24T13:34:13.485+0000][gc,cpu      ] GC(29) User=0.08s Sys=0.02s Real=0.05s
[2025-05-24T13:34:13.489+0000][gc,marking  ] GC(29) Concurrent Mark 92.278ms
[2025-05-24T13:34:13.489+0000][gc,marking  ] GC(29) Concurrent Rebuild Remembered Sets and Scrub Regions
[2025-05-24T13:34:13.518+0000][gc,marking  ] GC(29) Concurrent Rebuild Remembered Sets and Scrub Regions 28.521ms
[2025-05-24T13:34:13.520+0000][gc,start    ] GC(29) Pause Cleanup
[2025-05-24T13:34:13.523+0000][gc          ] GC(29) Pause Cleanup 166M->166M(1024M) 3.478ms
[2025-05-24T13:34:13.524+0000][gc,cpu      ] GC(29) User=0.01s Sys=0.00s Real=0.00s
[2025-05-24T13:34:13.527+0000][gc,marking  ] GC(29) Concurrent Clear Claimed Marks
[2025-05-24T13:34:13.531+0000][gc,marking  ] GC(29) Concurrent Clear Claimed Marks 4.142ms
[2025-05-24T13:34:13.534+0000][gc,marking  ] GC(29) Concurrent Cleanup for Next Mark
[2025-05-24T13:34:13.581+0000][gc,marking  ] GC(29) Concurrent Cleanup for Next Mark 46.798ms
[2025-05-24T13:34:13.588+0000][gc          ] GC(29) Concurrent Mark Cycle 206.380ms
[2025-05-24T13:34:41.938+0000][gc,start    ] GC(30) Pause Young (Prepare Mixed) (G1 Evacuation Pause)
[2025-05-24T13:34:41.941+0000][gc,task     ] GC(30) Using 10 workers of 10 for evacuation
[2025-05-24T13:34:41.961+0000][gc,phases   ] GC(30)   Pre Evacuate Collection Set: 1.1ms
[2025-05-24T13:34:41.963+0000][gc,phases   ] GC(30)   Merge Heap Roots: 0.4ms
[2025-05-24T13:34:41.964+0000][gc,phases   ] GC(30)   Evacuate Collection Set: 16.3ms
[2025-05-24T13:34:41.965+0000][gc,phases   ] GC(30)   Post Evacuate Collection Set: 1.2ms
[2025-05-24T13:34:41.966+0000][gc,phases   ] GC(30)   Other: 1.2ms
[2025-05-24T13:34:41.966+0000][gc,heap     ] GC(30) Eden regions: 603->0(603)
[2025-05-24T13:34:41.967+0000][gc,heap     ] GC(30) Survivor regions: 11->11(77)
[2025-05-24T13:34:41.969+0000][gc,heap     ] GC(30) Old regions: 25->25
[2025-05-24T13:34:41.970+0000][gc,heap     ] GC(30) Humongous regions: 130->130
[2025-05-24T13:34:41.971+0000][gc,metaspace] GC(30) Metaspace: 16481K(16960K)->16481K(16960K) NonClass: 14603K(14848K)->14603K(14848K) Class: 1878K(2112K)->1878K(2112K)
[2025-05-24T13:34:41.972+0000][gc          ] GC(30) Pause Young (Prepare Mixed) (G1 Evacuation Pause) 767M->165M(1024M) 33.592ms
[2025-05-24T13:34:41.973+0000][gc,cpu      ] GC(30) User=0.07s Sys=0.00s Real=0.03s
[2025-05-24T13:35:11.490+0000][gc,start    ] GC(31) Pause Young (Mixed) (G1 Evacuation Pause)
[2025-05-24T13:35:11.490+0000][gc,task     ] GC(31) Using 10 workers of 10 for evacuation
[2025-05-24T13:35:11.501+0000][gc,phases   ] GC(31)   Pre Evacuate Collection Set: 0.7ms
[2025-05-24T13:35:11.503+0000][gc,phases   ] GC(31)   Merge Heap Roots: 0.3ms
[2025-05-24T13:35:11.503+0000][gc,phases   ] GC(31)   Evacuate Collection Set: 7.9ms
[2025-05-24T13:35:11.503+0000][gc,phases   ] GC(31)   Post Evacuate Collection Set: 1.4ms
[2025-05-24T13:35:11.504+0000][gc,phases   ] GC(31)   Other: 0.5ms
[2025-05-24T13:35:11.505+0000][gc,heap     ] GC(31) Eden regions: 603->0(602)
[2025-05-24T13:35:11.505+0000][gc,heap     ] GC(31) Survivor regions: 11->12(77)
[2025-05-24T13:35:11.506+0000][gc,heap     ] GC(31) Old regions: 25->25
[2025-05-24T13:35:11.506+0000][gc,heap     ] GC(31) Humongous regions: 130->130
[2025-05-24T13:35:11.507+0000][gc,metaspace] GC(31) Metaspace: 16521K(17024K)->16521K(17024K) NonClass: 14642K(14912K)->14642K(14912K) Class: 1878K(2112K)->1878K(2112K)
[2025-05-24T13:35:11.507+0000][gc          ] GC(31) Pause Young (Mixed) (G1 Evacuation Pause) 768M->166M(1024M) 17.321ms
[2025-05-24T13:35:11.508+0000][gc,cpu      ] GC(31) User=0.05s Sys=0.00s Real=0.02s
[2025-05-24T13:35:40.261+0000][gc,start    ] GC(32) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:35:40.261+0000][gc,task     ] GC(32) Using 10 workers of 10 for evacuation
[2025-05-24T13:35:40.282+0000][gc,phases   ] GC(32)   Pre Evacuate Collection Set: 0.4ms
[2025-05-24T13:35:40.283+0000][gc,phases   ] GC(32)   Merge Heap Roots: 0.2ms
[2025-05-24T13:35:40.285+0000][gc,phases   ] GC(32)   Evacuate Collection Set: 15.9ms
[2025-05-24T13:35:40.286+0000][gc,phases   ] GC(32)   Post Evacuate Collection Set: 3.5ms
[2025-05-24T13:35:40.286+0000][gc,phases   ] GC(32)   Other: 0.4ms
[2025-05-24T13:35:40.287+0000][gc,heap     ] GC(32) Eden regions: 602->0(600)
[2025-05-24T13:35:40.288+0000][gc,heap     ] GC(32) Survivor regions: 12->14(77)
[2025-05-24T13:35:40.289+0000][gc,heap     ] GC(32) Old regions: 25->25
[2025-05-24T13:35:40.289+0000][gc,heap     ] GC(32) Humongous regions: 130->130
[2025-05-24T13:35:40.290+0000][gc,metaspace] GC(32) Metaspace: 16538K(17024K)->16538K(17024K) NonClass: 14659K(14912K)->14659K(14912K) Class: 1878K(2112K)->1878K(2112K)
[2025-05-24T13:35:40.290+0000][gc          ] GC(32) Pause Young (Normal) (G1 Evacuation Pause) 768M->167M(1024M) 29.217ms
[2025-05-24T13:35:40.290+0000][gc,cpu      ] GC(32) User=0.11s Sys=0.00s Real=0.03s
[2025-05-24T13:36:09.884+0000][gc,start    ] GC(33) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:36:09.885+0000][gc,task     ] GC(33) Using 10 workers of 10 for evacuation
[2025-05-24T13:36:09.893+0000][gc,phases   ] GC(33)   Pre Evacuate Collection Set: 0.4ms
[2025-05-24T13:36:09.893+0000][gc,phases   ] GC(33)   Merge Heap Roots: 0.2ms
[2025-05-24T13:36:09.893+0000][gc,phases   ] GC(33)   Evacuate Collection Set: 5.4ms
[2025-05-24T13:36:09.893+0000][gc,phases   ] GC(33)   Post Evacuate Collection Set: 1.5ms
[2025-05-24T13:36:09.894+0000][gc,phases   ] GC(33)   Other: 0.4ms
[2025-05-24T13:36:09.894+0000][gc,heap     ] GC(33) Eden regions: 600->0(600)
[2025-05-24T13:36:09.894+0000][gc,heap     ] GC(33) Survivor regions: 14->14(77)
[2025-05-24T13:36:09.894+0000][gc,heap     ] GC(33) Old regions: 25->25
[2025-05-24T13:36:09.895+0000][gc,heap     ] GC(33) Humongous regions: 130->130
[2025-05-24T13:36:09.895+0000][gc,metaspace] GC(33) Metaspace: 16564K(17088K)->16564K(17088K) NonClass: 14686K(14976K)->14686K(14976K) Class: 1878K(2112K)->1878K(2112K)
[2025-05-24T13:36:09.895+0000][gc          ] GC(33) Pause Young (Normal) (G1 Evacuation Pause) 767M->167M(1024M) 10.786ms
[2025-05-24T13:36:09.895+0000][gc,cpu      ] GC(33) User=0.05s Sys=0.00s Real=0.01s
[2025-05-24T13:36:39.776+0000][gc,start    ] GC(34) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:36:39.776+0000][gc,task     ] GC(34) Using 10 workers of 10 for evacuation
[2025-05-24T13:36:39.783+0000][gc,phases   ] GC(34)   Pre Evacuate Collection Set: 0.3ms
[2025-05-24T13:36:39.784+0000][gc,phases   ] GC(34)   Merge Heap Roots: 0.2ms
[2025-05-24T13:36:39.784+0000][gc,phases   ] GC(34)   Evacuate Collection Set: 5.4ms
[2025-05-24T13:36:39.784+0000][gc,phases   ] GC(34)   Post Evacuate Collection Set: 1.2ms
[2025-05-24T13:36:39.784+0000][gc,phases   ] GC(34)   Other: 0.3ms
[2025-05-24T13:36:39.785+0000][gc,heap     ] GC(34) Eden regions: 600->0(600)
[2025-05-24T13:36:39.785+0000][gc,heap     ] GC(34) Survivor regions: 14->14(77)
[2025-05-24T13:36:39.785+0000][gc,heap     ] GC(34) Old regions: 25->25
[2025-05-24T13:36:39.785+0000][gc,heap     ] GC(34) Humongous regions: 130->130
[2025-05-24T13:36:39.785+0000][gc,metaspace] GC(34) Metaspace: 16632K(17088K)->16632K(17088K) NonClass: 14753K(14976K)->14753K(14976K) Class: 1878K(2112K)->1878K(2112K)
[2025-05-24T13:36:39.786+0000][gc          ] GC(34) Pause Young (Normal) (G1 Evacuation Pause) 767M->168M(1024M) 9.904ms
[2025-05-24T13:36:39.786+0000][gc,cpu      ] GC(34) User=0.03s Sys=0.01s Real=0.01s
[2025-05-24T13:37:18.404+0000][gc,start    ] GC(35) Pause Young (Normal) (G1 Evacuation Pause)
